["config": {"fecha":{self.fecha}, "hora":{self.hora}, "FPS":{self.fps},"FPSDist":{self.fpsdist}, "FPSAp":{self.fpsapa}, "Confianza":{self.conf}, "CantidadApariciones": {self.cantapa}, "DeltaTiempo": {self.tiempo}},"data":]2|126|92|0|0|1034.5|1358|1
2|124|91|76|56|1566.0|1360|1
2|120|90|125|94|1511.5|1362|1
2|117|88|129|97|2199.0|1364|1
2|117|88|123|93|2514.0|1366|1
2|117|86|119|87|3008.5|1368|1
2|115|84|115|83|4860.5|1370|1
2|115|82|114|80|6186.0|1372|1
2|113|81|112|79|5841.0|1374|1
2|112|79|110|77|6654.0|1376|1
2|111|78|109|76|6208.5|1378|1
2|112|76|111|74|7038.0|1380|1
2|111|75|110|73|8083.0|1382|1
2|106|72|104|70|7198.0|1384|1
2|105|68|102|65|6906.0|1386|1
2|107|66|106|63|8484.5|1388|1
2|107|65|107|62|8978.0|1390|1
2|107|60|107|57|9847.5|1392|1
2|103|54|101|49|8941.5|1394|1
2|100|44|97|37|6557.0|1396|1
2|102|39|100|32|6677.0|1398|1
2|103|40|103|35|7894.0|1400|1
2|103|38|103|35|8625.5|1402|1
2|105|32|105|28|8841.0|1404|1
2|104|29|104|25|9458.5|1406|1
2|103|25|102|21|8746.5|1408|1
2|106|21|106|17|8940.0|1410|1
2|109|21|110|18|9073.5|1412|1
2|106|22|106|21|9805.5|1414|1
2|102|21|100|20|8844.0|1416|1
2|100|16|97|14|5316.0|1418|1
2|101|10|99|6|3553.0|1420|1
2|108|8|109|4|3267.5|1422|1
2|105|8|106|5|3267.0|1424|1
2|103|6|102|4|2414.5|1426|1
2|101|3|99|0|807.0|1428|1
2|105|3|105|1|950.5|1432|1
2|105|3|105|2|726.0|1434|1
2|104|2|104|1|599.5|1436|1
2|104|2|103|1|394.5|1438|0
3|123|95|0|0|1318.5|1484|1
3|122|94|75|57|1342.0|1486|1
3|121|93|126|97|1652.0|1488|1
3|122|92|135|102|2067.5|1490|1
3|122|91|130|96|2620.5|1492|1
3|123|89|127|90|3979.5|1494|1
3|124|89|126|89|4550.0|1496|1
3|124|88|124|87|4928.5|1498|1
3|124|87|124|86|5679.5|1500|1
3|124|85|124|83|6783.5|1502|1
3|123|83|122|81|7297.5|1504|1
3|125|82|125|80|7720.0|1506|1
3|128|79|129|77|8561.5|1508|1
3|130|77|132|74|8410.5|1510|1
3|130|74|131|71|8092.0|1512|1
3|131|72|132|69|8303.5|1514|1
3|131|70|131|67|8284.5|1516|1
3|131|67|131|64|7900.5|1518|1
3|135|63|136|59|8593.5|1520|1
3|133|65|133|63|8466.5|1522|1
3|131|66|130|65|8321.5|1524|1
3|131|66|130|66|8413.0|1526|1
3|131|65|130|64|8388.0|1528|1
3|131|65|130|64|8394.0|1530|1
3|131|66|130|66|8451.5|1532|1
3|131|66|130|66|8403.5|1534|1
3|131|66|130|66|8423.5|1536|1
3|131|66|131|66|8576.5|1538|1
3|131|67|131|67|8301.0|1540|1
3|131|66|131|66|8067.5|1542|1
3|130|65|129|64|7859.0|1544|1
3|130|63|129|61|7787.5|1546|1
3|132|62|132|60|7452.0|1548|1
3|132|61|132|59|7404.0|1550|1
3|133|61|133|60|7264.0|1552|1
3|132|59|132|57|6804.5|1554|1
3|133|58|133|56|6570.0|1556|1
3|133|56|133|54|6139.5|1558|1
3|133|55|133|53|5665.5|1560|1
3|133|55|133|54|5392.0|1562|1
3|132|54|131|53|5073.5|1564|1
3|131|53|130|52|4668.0|1566|1
3|132|52|131|51|4654.5|1568|1
3|132|48|132|46|3765.5|1568|1
3|133|50|133|48|4430.5|1570|0
4|131|45|0|0|5408.0|1590|1
4|131|46|80|28|6527.5|1592|1
4|131|47|137|49|7182.5|1594|1
4|129|46|143|51|7874.0|1596|1
4|131|47|140|50|8002.0|1598|1
4|128|44|131|44|8011.5|1600|1
4|127|38|127|35|8255.5|1602|1
4|127|38|126|35|8392.0|1604|1
4|125|36|124|33|7720.0|1606|1
4|125|34|124|32|7450.5|1608|1
4|122|31|120|28|7474.0|1610|1
4|121|26|119|22|7550.5|1612|1
4|120|25|118|22|7377.5|1614|1
4|119|24|117|22|7254.0|1616|1
4|118|22|116|20|6920.0|1618|1
4|118|19|117|16|7215.0|1620|1
4|117|17|116|14|6451.5|1622|1
4|117|14|116|11|5849.5|1624|1
4|118|13|118|10|5449.5|1626|1
4|118|12|118|10|4936.5|1628|1
4|119|12|119|11|5040.0|1630|1
4|119|12|119|11|4787.0|1632|1
4|120|10|120|9|3727.0|1634|1
4|116|7|115|5|2285.0|1636|1
4|115|7|113|5|2115.0|1638|1
4|114|7|112|6|1948.0|1640|1
4|115|5|114|4|1356.5|1642|1
4|113|4|112|2|1286.0|1644|1
4|113|3|112|1|644.0|1646|0
5|72|94|0|0|2586.5|1952|1
5|77|94|47|57|2320.0|1954|1
5|78|92|81|96|3059.0|1956|1
5|75|92|83|102|3994.5|1958|1
5|74|90|78|95|5626.5|1960|1
5|74|88|75|89|7008.5|1962|1
5|73|88|73|87|7836.0|1964|1
5|74|87|74|86|8098.5|1966|1
5|73|85|72|83|9396.5|1968|1
5|73|84|72|82|9496.0|1970|1
5|75|83|75|81|9278.5|1972|1
5|76|80|76|78|8736.5|1974|1
5|73|78|72|75|9550.5|1976|1
5|74|77|73|75|9909.0|1978|1
5|72|74|71|71|9881.0|1980|1
5|72|72|71|69|9718.0|1982|1
5|73|68|72|65|9358.0|1984|1
5|73|61|73|56|8885.0|1986|1
5|71|61|70|57|9773.5|1988|1
5|72|63|71|61|9977.5|1990|1
5|70|60|69|59|9642.0|1992|1
5|72|60|71|59|10139.0|1994|1
5|74|56|75|54|9854.0|1996|1
5|74|51|74|47|8555.5|1998|1
5|74|50|74|47|8736.0|2000|1
5|74|47|74|44|8800.5|2002|1
5|70|43|68|39|7928.5|2004|1
5|66|38|63|34|5884.0|2006|1
5|66|39|63|36|6858.0|2008|1
5|67|40|66|39|7972.0|2010|1
5|68|39|68|38|7946.0|2012|1
5|67|39|67|38|8162.5|2014|1
5|67|39|66|38|8850.0|2016|1
5|66|38|65|37|8726.5|2018|1
5|63|37|61|36|8538.5|2020|1
5|64|37|63|36|8301.0|2022|1
5|64|35|63|34|8592.0|2024|1
5|65|36|65|35|9151.0|2026|1
5|68|36|69|35|9648.5|2028|1
5|69|36|70|36|10022.0|2030|1
5|70|35|71|34|9609.5|2032|1
5|71|38|72|38|9429.5|2034|1
5|71|41|71|42|9276.5|2036|1
5|69|38|68|38|9297.5|2038|1
5|67|35|65|33|9522.5|2040|1
5|67|32|65|29|9324.0|2042|1
5|69|31|69|28|9163.0|2044|1
5|69|31|69|29|9051.5|2046|1
5|69|31|69|30|8908.0|2048|1
5|70|30|70|29|8535.0|2050|1
5|74|30|75|29|7528.5|2052|1
5|75|28|76|27|8381.0|2054|1
5|76|26|77|24|8393.5|2056|1
5|76|24|76|22|9213.0|2058|1
5|76|22|76|20|9038.5|2060|1
5|80|20|81|18|7510.5|2062|1
5|81|20|82|18|8211.5|2064|1
5|81|21|82|20|9082.0|2066|1
5|81|18|81|17|9338.0|2068|1
5|82|15|82|13|8636.5|2070|1
5|83|14|83|12|8979.5|2072|1
5|85|12|86|10|7250.5|2074|1
5|86|12|87|10|7801.5|2076|1
5|85|12|85|11|8739.0|2078|1
5|83|10|82|9|7762.5|2080|1
5|85|9|84|7|6641.0|2082|1
5|85|7|85|5|5387.5|2084|1
5|91|6|93|4|3741.5|2086|1
5|88|5|89|3|27.5|2088|1
5|91|5|92|4|3229.5|2090|1
5|92|3|93|1|2175.5|2092|0
13|100|46|0|0|3174.5|2658|1
13|82|17|82|16|3598.0|2658|1
13|98|38|97|37|2779.0|2660|1
13|82|15|82|15|3424.5|2660|1
13|98|36|97|35|3138.0|2662|1
13|82|12|82|12|2950.0|2662|1
13|82|9|50|5|2423.0|2664|1
13|99|29|98|28|1900.0|2664|1
13|97|26|96|25|2673.5|2666|1
13|93|20|91|17|2836.0|2668|1
13|81|7|80|7|1483.0|2668|1
13|92|15|90|10|33.5|2670|1
13|81|5|81|5|1168.0|2670|1
13|88|10|85|5|3661.0|2672|1
13|90|7|88|2|2930.0|2674|1
13|88|4|87|0|1833.0|2676|0
10|104|91|0|0|1528.0|2640|1
10|105|88|64|54|2600.0|2642|1
10|106|86|111|89|3222.5|2644|1
10|106|80|118|87|2919.0|2646|1
10|105|75|112|77|2973.0|2648|1
10|104|71|106|69|3086.0|2650|1
10|99|63|98|58|4131.0|2652|1
10|99|60|97|55|4234.0|2654|1
10|101|50|100|43|3010.0|2656|1
10|82|17|82|14|3566.0|2656|1
10|82|17|75|1|3598.0|2658|1
10|98|38|98|38|2779.0|2660|1
10|82|15|81|14|3424.5|2660|1
10|98|36|98|36|3138.0|2662|1
10|82|12|81|11|2950.0|2662|1
10|82|9|75|-7|2423.0|2664|1
10|99|29|99|29|1900.0|2664|1
10|97|26|98|21|2673.5|2666|1
10|93|20|95|19|2836.0|2668|1
10|81|7|81|6|1483.0|2668|1
10|92|15|92|12|33.5|2670|1
10|81|5|80|4|1168.0|2670|1
10|88|10|86|6|3661.0|2672|1
10|90|7|89|3|2930.0|2674|1
10|88|4|87|0|1833.0|2676|0
9|75|57|0|0|3382.5|2622|1
9|75|57|46|35|3621.5|2624|1
9|77|53|80|55|3310.0|2626|1
9|77|49|86|53|3106.0|2628|1
9|80|43|86|42|3160.5|2634|1
9|79|45|82|44|3268.0|2636|1
9|80|44|81|43|3591.0|2638|1
9|80|43|80|42|3565.5|2640|1
9|80|43|79|42|3637.5|2642|1
9|81|40|81|39|3438.5|2644|1
9|81|37|81|34|3188.0|2646|1
9|81|33|81|30|3537.0|2648|1
9|81|29|81|25|3545.0|2650|1
9|81|26|81|22|3560.5|2652|1
9|82|21|82|17|3517.0|2654|1
9|82|17|82|12|3566.0|2656|1
9|82|17|82|15|3598.0|2658|1
9|98|38|98|38|2779.0|2660|1
9|82|15|81|14|3424.5|2660|1
9|98|36|98|36|3138.0|2662|1
9|82|12|81|11|2950.0|2662|1
9|82|9|82|5|2423.0|2664|1
9|99|29|100|29|1900.0|2664|1
9|97|26|101|28|2673.5|2666|1
9|93|20|97|22|2836.0|2668|1
9|81|7|81|6|1483.0|2668|1
9|92|15|93|13|33.5|2670|1
9|81|5|80|4|1168.0|2670|1
9|88|10|86|6|3661.0|2672|1
9|90|7|89|3|2930.0|2674|1
9|88|4|87|0|1833.0|2676|0
8|91|89|0|0|2346.5|2570|1
8|92|62|92|61|6995.5|2572|1
8|91|87|90|89|19.5|2572|1
8|89|86|54|52|28.5|2574|1
8|92|62|94|62|7341.0|2574|1
8|92|60|93|59|7159.5|2576|1
8|87|86|86|88|3623.5|2576|1
8|91|55|91|52|7032.0|2578|1
8|86|83|85|85|4127.0|2578|1
8|89|51|89|48|6694.5|2580|1
8|85|81|84|83|3964.0|2580|1
8|90|49|90|46|6647.0|2582|1
8|83|79|82|81|4382.5|2582|1
