header: Config: fecha:16-02-2024, hora:12:00:00, FPS:30,FPSDist:2, FPSAp:15, Confianza:0.6, Cantidad de apariciones: 10, Tiempo de guardado: 10.0
0|49|99|0|0|2230.0|302
0|49|96|24|48|2220.0|304
0|52|90|41|73|2913.0|306
0|50|81|46|78|3083.0|308
0|38|82|41|80|3310.5|312
0|46|58|44|66|3210.0|322
0|50|59|47|61|3779.5|324
0|50|59|49|60|3508.5|326
0|53|51|51|54|3193.5|328
0|56|41|54|46|3287.5|330
0|51|42|52|43|1742.5|332
0|46|36|48|38|2037.5|334
0|53|37|51|37|2238.0|336
0|53|34|52|35|2513.0|338
0|53|32|52|33|2144.5|340
0|52|26|52|28|1918.5|342
0|53|23|52|25|2016.5|344
0|62|18|58|20|3198.5|346
0|58|16|58|17|2178.5|348
0|59|11|58|13|1400.0|350
1|30|105|0|0|872.0|1766
1|32|102|16|51|1465.5|1768
1|33|100|26|80|1614.5|1770
1|35|99|31|91|2407.5|1772
1|41|90|37|90|2806.5|1780
1|42|88|40|89|2465.5|1782
1|38|83|38|85|3979.5|1784
1|38|83|38|83|4689.5|1786
1|37|81|37|82|4052.0|1788
1|36|80|36|80|4990.5|1790
1|34|79|34|79|5314.5|1792
1|35|78|34|78|5404.0|1794
1|38|73|36|75|4233.0|1796
1|38|70|37|71|3425.5|1798
1|36|69|36|70|3683.5|1800
1|38|68|37|68|3679.5|1802
1|37|66|37|67|3286.0|1804
1|35|63|35|64|2997.5|1806
1|34|59|34|61|2919.0|1808
1|31|57|32|58|2569.0|1810
1|30|53|30|55|3009.0|1812
1|25|47|27|50|2833.5|1814
1|24|45|25|46|2653.0|1816
1|29|40|27|42|2203.5|1820
1|24|36|25|38|1791.0|1822
1|22|32|23|34|1606.0|1824
1|21|31|21|32|2018.0|1826
1|22|32|21|32|2713.5|1828
1|20|31|20|31|3549.5|1830
1|20|28|20|29|3903.5|1832
1|20|25|20|26|3825.0|1834
1|21|22|20|23|4010.5|1836
1|21|21|20|22|4178.5|1838
1|19|20|19|20|4624.5|1840
1|21|18|20|19|4490.5|1842
1|26|16|23|17|3598.5|1844
1|26|15|25|15|3869.5|1846
1|29|14|27|14|3631.0|1848
1|30|14|29|14|3582.5|1850
1|32|11|30|12|2649.5|1852
1|34|10|32|10|2612.0|1854
1|37|9|35|9|1920.5|1856
1|38|8|37|8|1401.5|1858
1|40|6|38|7|848.5|1860
1|43|4|41|5|516.0|1862
4|72|102|0|0|699.0|2648
4|70|100|35|50|1145.0|2650
4|62|96|51|77|2800.0|2652
4|62|94|57|87|4487.5|2654
4|63|93|61|90|3618.0|2656
4|64|92|62|91|3114.0|2658
4|68|91|66|91|2177.5|2660
4|72|86|69|87|1666.0|2662
4|80|80|76|83|2280.5|2664
4|82|76|79|78|2795.5|2666
4|83|69|81|72|1373.5|2668
4|82|64|81|67|1646.5|2670
4|76|60|78|62|1531.5|2672
4|74|56|75|58|1483.0|2674
4|77|56|76|56|689.0|2676
4|76|57|76|56|1225.0|2676
4|74|51|74|53|1367.0|2678
4|71|42|72|46|1541.0|2680
4|71|41|71|43|2016.5|2682
4|67|36|68|38|2100.0|2684
4|63|35|65|36|2187.0|2686
4|56|24|59|28|982.5|2688
4|56|20|57|23|1296.0|2690
4|57|18|57|20|1124.5|2692
4|55|17|55|18|1215.5|2694
4|56|13|55|14|1477.5|2696
4|51|8|52|10|601.5|2698
4|53|7|52|8|845.0|2700
4|54|9|53|8|592.0|2702
5|53|104|0|0|683.0|4276
5|55|97|27|48|980.0|4280
5|52|95|42|76|1121.0|4282
5|49|92|46|86|1570.0|4284
5|48|91|47|89|1316.0|4286
5|44|89|45|89|1699.0|4288
5|39|83|41|85|2556.0|4290
5|41|83|41|83|1993.5|4292
5|43|82|42|82|1236.0|4294
5|43|75|42|77|1326.0|4296
5|42|70|42|73|1194.5|4298
5|44|65|43|68|908.5|4300
11|38|98|0|0|1324.0|4668
11|38|95|19|47|1615.0|4670
11|37|90|29|73|3332.5|4672
11|34|87|32|81|5235.0|4674
11|34|83|33|82|5412.0|4676
11|28|79|30|80|6424.5|4678
11|23|81|25|80|6959.0|4680
11|23|80|24|80|7295.0|4682
11|23|79|23|79|6746.5|4684
11|25|79|24|79|6363.5|4686
11|31|76|28|77|4737.5|4688
11|36|75|33|75|2252.0|4690
11|35|75|34|75|2750.5|4692
11|36|75|35|75|2219.5|4694
11|33|68|33|70|2879.5|4696
11|31|67|32|68|3038.5|4698
11|24|58|27|61|3418.0|4700
11|26|49|26|53|2340.0|4702
11|22|42|23|46|3982.0|4704
11|21|45|22|45|5110.5|4706
11|23|42|22|43|4147.0|4708
11|24|37|23|39|3838.0|4710
11|18|32|20|34|5995.5|4712
11|19|32|19|33|6365.0|4714
11|20|30|19|31|5210.0|4716
11|19|23|19|26|5397.0|4718
11|18|22|18|23|6202.0|4720
11|21|18|20|20|4905.5|4722
11|22|17|21|18|5053.0|4724
11|18|18|19|18|5081.5|4726
11|22|9|20|12|2794.5|4728
11|27|7|24|9|935.0|4730
11|25|9|24|9|1541.0|4734
11|24|8|24|8|1667.5|4736
12|51|95|0|0|847.0|5318
12|52|90|26|45|1121.5|5320
12|51|89|41|71|1698.5|5324
12|49|88|45|81|2041.5|5326
12|52|90|49|86|1367.0|5328
12|56|90|53|88|1602.5|5330
12|56|86|55|87|1826.5|5332
12|56|89|55|88|1375.5|5334
12|55|88|55|88|1367.5|5336
12|52|84|53|85|2134.5|5338
12|52|83|52|83|2436.0|5340
12|53|84|52|83|2044.5|5342
12|55|84|54|83|1637.5|5344
12|55|84|54|83|1406.5|5346
12|55|84|54|83|1392.5|5348
12|56|84|55|83|1383.5|5350
12|56|84|55|83|1404.5|5352
12|56|84|55|83|1393.5|5354
12|55|84|55|83|1390.5|5356
12|56|88|55|86|1220.0|5358
12|57|88|56|87|1558.5|5360
12|60|82|58|84|2199.0|5362
12|60|82|59|82|2191.0|5364
12|60|85|59|84|1150.5|5366
12|60|81|59|82|1687.5|5366
12|60|88|59|85|1067.5|5368
12|60|82|59|83|1696.0|5368
12|61|84|60|83|1770.0|5370
12|62|83|61|83|2141.0|5372
12|62|83|61|83|2172.5|5374
12|62|83|61|83|2137.0|5376
12|62|83|61|83|2141.0|5378
12|62|83|61|83|2154.0|5380
12|61|83|61|83|2179.0|5382
12|62|83|61|83|2182.5|5384
12|62|83|61|83|2160.5|5386
12|62|83|61|83|2195.5|5388
12|62|83|61|83|2166.0|5390
12|60|83|60|83|1860.5|5392
12|54|84|56|83|2210.0|5394
12|49|84|51|83|3610.5|5396
12|48|87|49|85|3282.0|5398
12|48|88|48|87|3230.5|5400
12|48|88|48|87|3206.5|5402
12|49|87|48|87|2943.5|5404
12|51|88|50|87|2055.0|5406
12|50|88|50|87|1773.0|5408
12|49|84|49|85|1562.5|5410
12|50|82|49|83|1541.5|5412
12|50|82|49|82|1554.5|5414
12|50|82|49|82|1646.5|5416
12|50|81|49|81|1826.5|5418
12|50|79|49|79|1397.5|5420
12|49|70|49|73|1600.0|5422
12|49|66|49|68|1442.5|5424
12|50|61|49|64|1923.0|5426
12|53|59|51|60|2140.5|5428
12|52|57|51|58|1763.5|5430
12|50|56|50|56|1429.5|5432
12|49|59|49|58|1070.5|5434
12|47|61|48|59|1266.5|5436
12|50|74|49|68|521.0|5436
12|48|61|48|63|1294.5|5438
12|53|59|51|60|1914.5|5442
12|54|61|52|60|1598.5|5444
12|55|60|54|60|1630.0|5446
12|56|59|55|59|1430.0|5448
12|52|60|53|59|1843.0|5450
12|53|59|53|59|1762.5|5452
12|56|61|54|60|1183.0|5454
12|63|57|59|58|1972.0|5456
12|62|53|61|55|1838.5|5458
12|63|47|62|50|1575.0|5460
12|65|42|63|45|1579.0|5462
12|68|36|66|39|1450.0|5464
12|70|30|68|33|1693.0|5466
12|70|29|69|30|1417.0|5468
