2|128|92|0|0|616.5|1358|0
2|125|91|76|56|1236.5|1360|0
2|121|90|126|94|1276.0|1362|0
2|118|89|130|98|1744.5|1364|0
2|118|88|124|93|2016.0|1366|0
2|118|86|120|87|2696.0|1368|0
2|117|84|117|83|4342.0|1370|0
2|117|82|116|80|5499.5|1372|0
2|115|81|114|79|5036.0|1374|0
2|114|80|112|78|5883.0|1376|0
2|113|79|111|77|5470.0|1378|0
2|114|77|113|75|6450.0|1380|0
2|113|75|112|73|7411.5|1382|0
2|108|72|106|69|6693.5|1384|0
2|106|69|103|66|6541.0|1386|0
2|108|67|106|64|7679.5|1388|0
2|109|66|109|64|8566.0|1390|0
2|109|60|109|56|9845.5|1392|0
2|105|55|103|50|8463.0|1394|0
2|102|44|99|37|6034.0|1396|0
2|104|40|102|33|6415.5|1398|0
2|105|42|105|38|7372.5|1400|0
2|105|39|105|36|8089.0|1402|0
2|107|32|107|28|8388.0|1404|0
2|106|31|106|27|8764.0|1406|0
2|105|26|104|22|8428.0|1408|0
2|108|21|108|16|9174.0|1410|0
2|110|22|111|19|9460.0|1412|0
2|108|22|108|20|9136.5|1414|0
2|104|21|102|20|8692.0|1416|0
2|102|16|99|13|5415.0|1418|0
2|103|11|101|7|3477.0|1420|0
2|110|8|111|4|3195.0|1422|0
2|107|8|108|5|3313.0|1424|0
2|105|6|104|4|2390.0|1426|0
2|103|3|101|0|770.5|1428|0
2|107|3|107|1|847.0|1432|0
2|108|2|109|0|623.0|1434|0
2|107|2|107|1|534.5|1436|0
2|107|1|107|0|309.5|1438|0
3|125|91|0|0|1899.0|1492|0
3|126|89|77|54|3129.0|1494|0
3|126|88|132|92|3813.0|1496|0
3|127|88|141|97|4033.5|1498|0
3|128|87|137|92|4781.0|1500|0
3|127|84|131|85|6072.5|1502|0
3|126|83|127|82|6656.0|1504|0
3|127|83|127|82|7423.5|1506|0
3|130|80|131|78|8153.0|1508|0
3|131|78|132|76|8282.0|1510|0
3|132|76|133|73|7731.5|1512|0
3|133|74|134|71|7912.0|1514|0
3|132|71|132|68|7962.5|1516|0
3|132|68|131|65|7805.5|1518|0
3|136|65|137|62|8415.5|1520|0
3|134|66|134|64|8404.0|1522|0
3|133|67|132|66|8064.5|1524|0
3|133|66|132|65|8189.0|1526|0
3|133|66|132|65|8143.5|1528|0
3|133|66|132|65|8169.5|1530|0
3|133|66|132|65|8220.0|1532|0
3|133|66|132|65|8177.0|1534|0
3|133|67|132|67|8227.5|1536|0
3|133|67|133|67|8065.0|1538|0
3|133|68|133|68|8174.5|1540|0
3|132|67|131|67|7775.0|1542|0
3|132|66|131|65|7464.5|1544|0
3|132|64|131|62|7430.0|1546|0
3|134|63|134|61|7233.0|1548|0
3|134|62|134|60|7110.0|1550|0
3|135|62|135|61|7018.0|1552|0
3|134|61|134|60|6720.0|1554|0
3|135|59|135|57|6545.0|1556|0
3|135|57|135|55|6194.0|1558|0
3|135|56|135|54|5929.5|1560|0
3|135|56|135|55|5587.5|1562|0
3|134|55|133|54|5023.0|1564|0
3|134|54|133|53|4601.0|1566|0
3|133|53|132|52|4627.5|1568|0
3|134|51|133|49|4252.5|1570|0
3|135|44|135|40|3285.5|1574|0
3|135|44|135|40|3148.0|1576|0
3|132|47|131|46|4319.5|1588|0
3|133|46|132|46|5562.0|1590|0
3|133|47|132|47|6569.5|1592|0
3|132|48|131|48|7265.5|1594|0
3|131|47|130|47|7589.0|1596|0
3|132|48|131|48|7937.0|1598|0
3|129|45|128|44|7690.0|1600|0
3|128|39|126|36|8058.5|1602|0
3|129|38|128|35|8037.5|1604|0
3|126|37|124|34|7393.5|1606|0
3|125|35|123|33|7310.0|1608|0
3|124|32|122|29|7298.0|1610|0
3|122|27|120|23|7337.5|1612|0
3|120|26|118|23|7281.5|1614|0
3|120|25|118|23|7073.0|1616|0
3|119|23|118|21|6826.5|1618|0
3|121|20|121|17|6924.0|1620|0
3|118|18|117|15|6482.0|1622|0
3|119|14|118|11|5680.0|1624|0
3|120|13|120|10|5417.0|1626|0
3|119|13|119|11|5054.0|1628|0
3|121|13|121|12|4996.0|1630|0
3|121|12|121|11|4820.5|1632|0
3|121|11|121|10|3718.0|1634|0
3|119|8|118|6|2357.5|1636|0
3|117|7|115|5|2044.5|1638|0
3|116|7|114|5|1873.0|1640|0
3|116|5|115|3|1355.5|1642|0
3|116|5|115|4|1264.0|1644|0
3|115|3|114|1|681.5|1646|0
3|115|1|114|0|272.5|1648|0
4|77|90|0|0|4406.0|1960|0
4|77|88|47|54|5630.0|1962|0
4|75|87|78|91|6474.0|1964|0
4|77|87|85|96|6901.0|1966|0
4|75|85|80|90|8260.0|1968|0
4|74|84|75|85|8922.0|1970|0
4|77|83|78|82|8784.5|1972|0
4|78|82|79|81|8188.0|1974|0
4|75|79|74|77|8853.0|1976|0
4|75|78|74|76|9015.5|1978|0
4|74|73|73|70|8608.5|1980|0
