["config": {"fecha":{self.fecha}, "hora":{self.hora}, "FPS":{self.fps},"FPSDist":{self.fpsdist}, "FPSAp":{self.fpsapa}, "Confianza":{self.conf}, "CantidadApariciones": {self.cantapa}, "DeltaTiempo": {self.tiempo}},"data":]0|41|81|0|0|4442.5|220
0|35|81|17|40|3230.5|222
0|33|81|26|64|2712.5|224
0|30|82|28|75|2226.5|226
0|33|80|31|78|2532.0|228
0|30|78|30|78|2465.0|230
0|31|72|30|74|2383.5|232
0|30|68|30|70|2678.5|234
0|29|61|29|64|2727.0|236
0|34|56|32|59|2597.0|238
0|32|52|32|54|2446.5|240
0|35|45|33|48|2145.0|242
0|35|33|34|39|3558.5|244
0|33|32|33|34|2891.5|246
0|30|22|31|26|2589.0|248
0|33|24|32|25|2589.0|250
0|29|9|30|15|1952.5|254
0|28|5|28|8|737.0|258
0|29|5|28|6|790.0|262
0|27|6|27|6|1197.0|264
0|27|6|27|6|1261.5|266
0|27|6|27|6|1165.0|268
0|27|6|27|6|1139.5|270
0|28|6|27|6|1214.5|272
0|23|6|24|6|1547.5|272
0|32|5|29|5|1350.0|274
0|27|5|27|5|1275.5|276
0|26|5|26|5|1371.0|278
0|26|6|26|5|1533.5|280
0|32|7|29|6|2077.0|282
0|37|7|34|6|2183.0|284
0|39|7|37|6|2195.5|286
0|39|8|38|7|2510.5|288
0|41|8|39|7|2048.5|290
0|39|7|39|7|1809.5|292
0|43|3|41|4|598.5|296
1|32|88|0|0|1439.5|1710
1|31|86|15|43|2073.0|1712
1|32|85|25|68|2203.0|1714
1|32|83|29|77|3099.5|1716
1|36|81|33|79|3393.0|1718
1|35|79|34|79|4681.0|1720
1|34|76|34|77|5197.5|1722
1|33|71|33|73|5761.5|1724
1|33|67|33|69|5421.0|1726
1|32|62|32|64|5505.5|1728
1|33|58|32|60|5855.5|1730
1|33|54|32|56|5576.5|1732
1|33|49|32|51|4997.5|1734
1|34|43|33|46|5006.5|1736
1|33|39|33|41|4674.0|1738
1|27|39|29|40|5136.0|1740
1|24|40|26|40|5286.0|1742
1|25|38|25|38|5046.0|1744
1|24|36|24|37|5411.0|1746
1|25|32|24|33|5064.0|1748
1|24|30|24|31|5085.5|1750
1|23|24|23|26|5117.5|1752
1|25|19|24|22|5341.0|1754
1|26|16|25|18|4988.0|1756
1|25|13|25|15|3774.0|1758
1|26|9|25|11|2694.0|1760
1|26|7|25|8|2151.0|1762
1|26|6|25|7|1283.5|1764
1|28|2|27|3|584.0|1766
2|57|84|0|0|1307.0|2614
2|58|79|29|39|1747.0|2618
2|54|77|44|62|1601.5|2620
2|57|64|52|63|2449.5|2624
2|57|59|55|60|2399.5|2626
2|58|53|56|55|2263.5|2628
2|59|41|58|46|2959.0|2630
2|57|36|57|40|2487.0|2632
2|57|34|57|36|2272.5|2634
2|56|28|56|31|2623.5|2636
2|57|20|56|24|2051.5|2638
2|61|16|59|19|2267.0|2640
2|62|11|61|14|1626.5|2644
2|61|8|61|10|793.5|2646
